Number;Weight (N);Stature (mm);Head circumference (mm);Shoulder breadth (mm);Hand length (mm);Hand breadth (mm);Chest circumference (mm);Waist circumference (mm);Foot length (mm);Foot breadth (mm);Gender (1M, 2F);Age (months)
516;192;1199;508;272;132;60;539;527;185;73;1;83
517;275;1284;534;320;143;64;656;573;193;76;1;83
518;254;1290;523;299;144;70;566;520;200;84;1;83
519;210;1124;502;289;111;60;577;540;156;74;1;84
520;214;1132;521;277;126;59;602;549;171;69;1;84
521;196;1179;517;267;114;55;546;499;168;72;1;84
522;224;1200;538;272;120;62;570;550;182;72;1;84
523;240;1229;512;310;142;56;599;529;196;71;1;84
524;218;1230;519;288;145;65;617;528;210;79;1;84
525;247;1235;518;308;136;62;631;534;206;75;1;84
526;296;1236;524;315;137;67;683;582;200;83;1;84
527;277;1336;521;298;139;70;612;557;202;81;1;84
528;239;1204;545;297;141;64;631;542;201;74;1;85
529;222;1212;491;281;130;58;607;509;184;76;1;85
530;229;1231;502;291;133;65;590;501;195;76;1;85
531;239;1235;529;300;132;66;602;538;197;78;1;85
532;236;1243;529;290;137;63;611;566;185;75;1;85
533;244;1250;549;298;144;64;609;532;205;79;1;85
534;249;1273;518;299;139;64;601;556;200;75;1;85
535;241;1273;516;300;131;68;594;565;195;74;1;85
536;240;1274;536;291;135;61;603;561;191;74;1;85
537;180;1125;513;265;123;57;559;501;179;67;1;86
538;197;1143;494;279;125;59;587;462;172;73;1;86
539;228;1185;558;285;134;61;602;550;183;71;1;86
540;215;1188;514;281;138;62;574;541;188;75;1;86
541;224;1212;525;299;132;63;594;529;186;71;1;86
542;263;1213;515;305;136;63;632;584;201;78;1;86
543;225;1230;524;290;137;63;614;579;189;79;1;86
544;235;1242;522;287;137;63;571;524;197;77;1;86
545;253;1249;522;311;131;63;603;557;182;73;1;86
546;270;1268;528;313;127;63;622;584;196;83;1;86
547;255;1279;540;295;151;61;618;527;208;83;1;86
548;213;1176;514;280;129;63;597;507;181;74;1;87
549;237;1208;500;307;138;62;600;519;188;75;1;87
550;294;1214;507;316;132;61;672;638;193;77;1;87
551;250;1219;530;305;132;64;623;559;190;78;1;87
552;261;1226;513;314;127;63;619;578;188;83;1;87
553;263;1228;523;296;141;71;640;575;195;88;1;87
554;405;1250;532;379;134;68;769;789;204;92;1;87
555;212;1172;510;271;130;60;567;517;178;69;1;88
556;207;1174;488;292;134;62;601;522;181;76;1;88
557;222;1239;517;289;132;62;583;491;199;75;1;88
558;237;1241;536;297;141;61;621;556;208;77;1;88
559;238;1245;526;310;132;67;605;573;191;78;1;88
560;242;1247;546;297;146;65;625;550;208;81;1;88
561;218;1255;508;281;137;64;549;496;184;79;1;88
562;275;1262;527;330;139;64;672;585;201;81;1;88
563;261;1275;501;310;149;63;595;531;210;80;1;88
564;254;1294;521;303;144;65;637;557;197;80;1;88
565;271;1313;537;307;146;66;626;558;202;79;1;88
566;270;1315;544;320;146;66;635;554;208;77;1;88
567;255;1338;515;287;149;65;639;542;210;71;1;88
568;220;1126;512;283;120;58;576;527;174;71;1;89
569;232;1161;503;302;126;59;608;560;184;73;1;89
570;280;1230;515;315;137;68;651;597;194;83;1;89
571;222;1236;508;282;134;58;570;515;185;70;1;89
572;313;1243;532;332;141;71;674;668;202;86;1;89
573;287;1278;522;314;137;66;650;571;199;83;1;89
574;263;1285;521;309;144;62;624;518;192;69;1;89
575;203;1171;513;274;127;60;576;498;180;72;1;90
576;208;1197;504;288;135;59;584;504;184;73;1;90
577;211;1202;518;290;127;56;574;517;189;67;1;90
578;276;1222;521;332;146;70;626;548;209;80;1;90
579;242;1254;512;300;138;63;581;539;192;81;1;90
580;245;1259;530;302;143;67;603;548;198;79;1;90
581;239;1262;527;296;127;60;574;566;204;81;1;90
582;251;1264;526;306;135;66;608;577;204;79;1;90
583;279;1264;528;315;132;64;633;643;195;75;1;90
584;253;1269;497;312;143;66;631;559;198;77;1;90
585;254;1269;535;298;140;67;584;540;203;80;1;90
586;280;1333;523;305;138;67;605;578;197;81;1;90
587;182;1119;515;260;115;60;529;472;168;71;1;91
588;273;1212;540;317;139;70;635;576;206;84;1;91
589;237;1215;536;297;137;62;628;590;193;75;1;91
590;228;1221;519;291;131;62;567;536;190;82;1;91
591;235;1223;521;295;123;61;595;502;191;77;1;91
592;218;1248;537;279;126;63;569;462;194;81;1;91
593;233;1251;505;414;137;64;587;522;201;77;1;91
594;253;1282;556;303;138;68;636;565;197;74;1;91
595;310;1298;513;322;137;68;639;573;203;78;1;91
596;406;1386;532;335;156;68;701;670;209;84;1;91
597;221;1173;498;294;130;67;608;517;187;76;1;92
598;249;1198;525;295;133;64;609;555;180;78;1;92
599;244;1205;515;283;134;65;605;543;189;78;1;92
600;232;1250;526;290;139;63;612;535;199;80;1;92
601;270;1259;503;304;137;62;660;532;199;75;1;92
602;290;1273;542;299;138;64;641;587;204;82;1;92
603;333;1309;539;319;153;68;675;625;212;84;1;92
604;238;1232;522;299;128;66;621;517;198;80;1;93
605;261;1269;521;301;133;63;580;520;195;81;1;93
606;249;1275;528;307;142;64;596;540;200;80;1;93
607;294;1365;560;306;152;69;626;565;204;81;1;93
608;206;1228;496;286;133;64;550;454;187;73;1;94
609;224;1241;523;278;119;61;590;537;191;71;1;94
610;283;1276;537;313;143;66;668;617;204;82;1;94
611;256;1281;540;312;139;62;644;544;192;73;1;94
612;385;1342;531;336;131;67;723;644;200;84;1;94
613;298;1363;534;314;142;66;650;576;203;83;1;94
614;214;1217;507;281;132;60;560;531;184;69;1;95
615;238;1230;530;289;134;63;588;562;185;75;1;95
616;225;1240;514;304;136;60;609;541;193;69;1;95
617;273;1240;544;312;139;65;652;599;196;79;1;95
618;279;1254;520;314;137;67;639;577;197;80;1;95
619;250;1275;519;299;143;65;630;552;190;74;1;95
620;260;1283;527;312;141;61;627;560;203;76;1;95
621;273;1285;500;318;129;66;614;548;208;81;1;95
622;280;1340;515;318;152;69;635;556;204;79;1;95
623;268;1353;529;303;140;64;608;572;201;82;1;95
624;241;1234;533;289;136;63;639;553;198;81;1;96
625;355;1304;525;322;146;70;642;602;215;87;1;96
626;270;1318;518;283;135;66;602;520;197;75;1;96
627;499;1387;532;391;138;73;841;838;213;85;1;96
628;214;1207;521;277;127;63;543;518;182;75;1;97
629;301;1234;508;331;139;69;705;668;193;82;1;97
630;276;1337;513;305;150;70;632;556;206;81;1;97
631;323;1346;533;318;145;65;667;627;209;81;1;97
632;231;1222;525;312;142;62;614;533;188;73;1;98
633;226;1240;516;294;135;60;621;547;193;71;1;98
634;281;1257;562;305;132;65;637;542;207;82;1;98
635;270;1296;510;313;151;65;623;524;212;77;1;98
636;275;1301;513;319;139;66;640;562;200;78;1;98
637;257;1327;528;301;136;62;586;536;199;78;1;98
638;265;1340;527;310;145;62;652;568;208;83;1;98
639;326;1345;533;328;151;70;658;589;208;89;1;98
640;304;1352;568;323;158;66;660;572;218;83;1;98
641;243;1204;513;321;143;62;639;565;198;81;1;99
642;230;1251;525;299;139;64;624;501;191;74;1;99
643;288;1264;515;312;137;67;674;571;190;81;1;99
644;253;1266;521;312;139;67;638;595;193;76;1;99
645;288;1295;527;306;147;67;649;587;212;86;1;99
646;241;1315;502;302;145;62;594;498;204;83;1;99
647;295;1324;538;321;151;65;639;588;211;79;1;99
648;308;1326;521;322;143;73;652;613;203;82;1;99
649;460;1368;549;348;156;76;758;812;219;89;1;99
650;328;1393;548;333;161;68;680;559;229;84;1;99
651;227;1229;494;303;131;63;596;549;189;73;1;100
652;241;1238;542;296;133;59;630;562;197;76;1;100
653;252;1240;540;304;135;64;626;531;203;78;1;100
654;245;1265;523;315;131;66;629;539;196;75;1;100
655;255;1305;547;302;145;66;641;532;202;80;1;100
656;287;1310;506;315;143;67;653;575;204;82;1;100
657;285;1316;521;309;150;70;603;518;211;87;1;100
658;343;1344;529;330;145;68;691;595;218;86;1;100
659;288;1349;537;304;143;68;622;590;203;80;1;100
660;272;1379;537;300;140;66;621;652;202;75;1;100
661;225;1400;549;296;139;63;593;520;203;74;1;100
662;215;1221;517;269;133;59;604;525;192;69;1;101
663;246;1266;507;306;135;63;603;554;192;79;1;101
664;275;1294;545;323;145;71;662;572;205;83;1;101
665;320;1294;526;330;141;69;668;630;206;84;1;101
666;342;1320;535;326;146;68;688;631;214;89;1;101
667;379;1344;546;337;142;74;740;680;213;95;1;101
668;295;1358;537;307;151;63;627;556;220;77;1;101
669;297;1389;551;313;148;75;651;555;216;85;1;101
670;236;1240;500;287;129;63;608;551;197;78;1;102
671;244;1265;503;295;136;62;597;546;204;76;1;102
672;284;1292;522;316;138;68;677;572;202;80;1;102
673;251;1298;535;293;135;68;620;523;199;81;1;102
674;274;1298;531;316;152;69;660;556;205;76;1;102
675;351;1322;530;320;137;65;668;668;203;78;1;102
676;272;1322;529;320;142;67;623;536;203;77;1;102
677;265;1349;512;318;159;70;632;524;228;81;1;102
678;288;1356;527;332;156;71;607;566;215;90;1;102
679;196;1200;480;297;128;61;568;491;179;69;1;103
680;315;1254;517;340;133;65;708;643;193;84;1;103
681;248;1257;533;315;146;65;629;546;199;85;1;103
682;320;1312;552;328;146;71;681;604;209;83;1;103
683;321;1313;532;323;142;63;666;632;221;81;1;103
684;293;1316;540;321;140;69;643;569;201;82;1;103
685;310;1320;511;327;144;67;661;600;208;81;1;103
686;263;1337;541;301;140;63;604;523;209;87;1;103
687;304;1346;528;316;152;71;666;569;228;81;1;103
688;386;1354;542;356;149;73;737;726;225;87;1;103
689;349;1399;530;332;157;73;593;622;239;96;1;103
690;377;1406;541;358;156;73;753;711;218;86;1;103
691;228;1225;517;295;136;61;588;513;185;77;1;104
692;240;1260;541;296;128;65;613;505;196;77;1;104
693;269;1282;524;315;130;62;639;579;209;77;1;104
694;244;1285;517;311;139;67;594;538;199;80;1;104
695;343;1306;542;351;143;67;677;597;211;80;1;104
696;256;1308;518;289;141;66;682;515;197;74;1;104
697;248;1312;496;316;139;64;666;522;200;78;1;104
698;404;1373;542;352;157;76;723;699;235;90;1;104
699;212;1203;507;292;131;61;588;516;186;72;1;105
700;220;1209;486;293;134;62;608;501;191;76;1;105
701;212;1247;497;288;129;60;594;534;192;71;1;105
702;241;1261;519;299;138;65;598;551;202;78;1;105
703;278;1294;516;326;140;71;655;570;201;82;1;105
704;306;1305;537;327;139;64;659;624;211;76;1;105
705;285;1310;531;309;142;65;648;549;204;81;1;105
706;328;1358;512;362;161;68;659;583;223;87;1;105
707;292;1361;517;285;139;71;614;587;210;79;1;105
708;331;1382;537;335;152;70;664;582;218;84;1;105
709;241;1201;526;302;143;70;630;573;201;85;1;106
710;243;1279;519;305;131;65;606;516;187;72;1;106
711;266;1284;529;301;134;64;629;544;189;75;1;106
712;266;1320;518;308;138;64;658;563;202;82;1;106
713;307;1336;512;332;140;67;683;577;216;84;1;106
714;283;1395;519;302;156;65;612;554;214;83;1;106
715;277;1312;518;308;137;62;632;514;198;80;1;107
716;259;1340;502;335;149;64;637;517;206;70;1;107
717;273;1363;546;316;154;65;625;549;213;78;1;107
718;334;1417;545;350;158;73;698;591;228;89;1;107
719;262;1260;523;306;134;65;647;561;197;78;1;108
720;297;1271;528;330;142;67;627;586;206;85;1;108
721;235;1284;499;294;134;57;578;527;196;76;1;108
722;240;1290;504;314;137;64;582;525;212;79;1;108
723;297;1327;528;324;152;67;641;560;226;82;1;108
724;334;1383;530;328;155;69;655;623;226;86;1;108
725;254;1265;522;300;140;63;604;542;204;76;1;109
726;243;1288;514;300;133;65;606;537;202;72;1;109
727;271;1297;528;328;140;69;643;541;203;83;1;109
728;243;1305;541;285;145;65;609;528;198;79;1;109
729;245;1315;513;307;132;60;624;526;195;75;1;109
730;271;1339;524;323;146;70;627;559;210;82;1;109
731;336;1352;531;337;157;74;681;622;209;86;1;109
732;320;1367;524;330;148;65;660;576;216;84;1;109
733;470;1399;542;353;151;70;751;756;223;92;1;109
734;330;1422;533;333;142;68;656;596;220;85;1;109
735;308;1422;532;331;158;65;642;590;232;84;1;109
736;301;1434;529;333;163;68;651;571;223;85;1;109
737;251;1271;512;306;140;63;601;530;201;74;1;110
738;270;1282;516;307;135;61;622;565;192;79;1;110
739;276;1296;536;322;138;69;661;579;204;87;1;110
740;276;1334;514;321;143;71;634;571;213;82;1;110
741;288;1345;527;316;146;66;612;552;206;79;1;110
742;292;1346;536;320;133;67;630;555;206;81;1;110
743;334;1368;553;324;148;68;661;606;221;89;1;110
744;322;1380;544;321;148;70;663;582;212;84;1;110
745;320;1384;484;328;144;68;701;606;215;81;1;110
746;332;1394;520;341;146;70;694;572;204;88;1;110
747;341;1419;532;339;159;70;695;582;236;87;1;110
748;454;1471;572;377;169;79;792;722;236;94;1;110
749;223;1258;538;283;143;65;573;532;198;78;1;111
750;276;1265;489;299;138;65;666;580;202;85;1;111
751;304;1276;514;329;138;67;682;622;197;80;1;111
752;252;1328;514;295;143;67;604;530;197;78;1;111
753;295;1335;537;327;144;68;656;554;208;84;1;111
754;305;1344;531;313;147;67;642;603;214;80;1;111
755;276;1368;527;307;148;73;634;536;225;83;1;111
756;286;1375;501;323;142;69;622;519;207;80;1;111
757;359;1400;536;354;153;71;707;668;207;85;1;111
758;266;1262;515;319;144;65;640;545;210;80;1;112
759;277;1280;500;305;139;65;617;529;205;79;1;112
760;326;1327;536;317;144;71;647;622;217;91;1;112
761;311;1346;531;317;144;72;671;564;209;82;1;112
762;285;1352;523;320;143;67;642;554;200;81;1;112
763;483;1368;532;388;143;73;854;857;215;87;1;112
764;344;1378;530;338;144;67;668;658;211;84;1;112
765;336;1379;523;320;157;68;672;603;218;84;1;112
766;370;1384;521;344;168;75;675;624;224;87;1;112
767;365;1387;532;352;155;73;696;672;215;86;1;112
768;362;1396;543;345;156;68;712;646;223;93;1;112
769;340;1407;529;333;149;64;729;635;217;77;1;112
770;390;1422;548;353;161;76;738;651;236;91;1;112
771;351;1473;551;353;157;69;659;609;229;87;1;112
772;280;1297;523;310;143;70;616;576;206;85;1;113
773;265;1299;528;320;143;67;633;563;200;74;1;113
774;318;1335;538;332;147;69;681;636;218;78;1;113
775;308;1372;529;327;152;64;668;538;223;86;1;113
776;305;1374;512;326;138;67;666;581;212;90;1;113
777;302;1378;537;338;145;62;696;600;206;77;1;113
778;361;1408;564;347;156;67;689;626;239;87;1;113
779;310;1408;547;349;159;73;738;716;218;89;1;113
780;356;1433;582;335;160;75;703;590;231;92;1;113
781;351;1450;536;322;157;75;677;611;226;84;1;113
782;364;1470;543;322;152;67;684;689;224;84;1;113
783;266;1259;531;324;144;68;722;558;196;75;1;114
784;248;1317;515;299;142;70;631;543;213;80;1;114
785;304;1343;542;322;152;70;663;580;216;83;1;114
786;315;1372;516;324;153;68;682;579;215;77;1;114
787;350;1381;532;328;146;69;621;568;222;90;1;114
788;336;1501;535;335;165;71;674;560;235;89;1;114
789;271;1314;518;304;143;69;618;547;202;81;1;115
790;263;1317;517;307;138;69;616;551;200;78;1;115
791;321;1351;527;338;146;67;693;627;216;79;1;115
792;343;1355;525;349;156;68;679;617;225;92;1;115
793;316;1387;548;326;148;70;670;593;214;87;1;115
794;390;1393;540;352;142;72;712;687;216;90;1;115
795;300;1394;533;320;156;74;662;570;214;84;1;115
796;384;1412;521;361;144;63;681;636;221;85;1;115
797;304;1418;510;328;152;68;667;567;221;84;1;115
798;439;1458;547;388;156;69;749;662;230;90;1;115
799;512;1501;553;399;163;77;834;774;248;85;1;115
800;280;1252;525;305;152;70;649;561;204;82;1;116
801;363;1335;528;351;140;67;701;671;203;83;1;116
802;305;1367;524;326;149;69;654;615;215;84;1;116
803;292;1377;540;316;150;67;642;595;211;79;1;116
804;319;1380;505;321;147;71;632;600;214;81;1;116
805;350;1390;522;342;144;66;674;616;206;79;1;116
806;310;1394;552;327;153;67;642;567;223;83;1;116
807;324;1402;542;317;152;72;648;581;221;83;1;116
808;318;1440;532;335;160;69;674;591;223;84;1;116
809;394;1508;522;362;169;79;716;652;248;94;1;116
810;278;1264;513;310;129;62;648;601;198;80;1;117
811;233;1269;491;296;136;63;609;537;188;74;1;117
812;279;1270;526;309;143;68;647;554;199;80;1;117
813;248;1308;521;301;137;69;592;509;202;79;1;117
814;291;1336;509;314;149;66;635;627;199;82;1;117
815;283;1337;514;328;143;68;650;573;200;85;1;117
816;302;1347;513;322;147;72;666;540;221;89;1;117
817;297;1350;552;332;148;69;631;557;213;85;1;117
818;289;1361;511;334;148;69;637;537;207;76;1;117
819;271;1367;513;288;150;70;635;530;216;77;1;117
820;355;1379;548;350;165;75;699;592;232;86;1;117
821;311;1380;527;338;156;72;649;552;219;83;1;117
822;527;1400;540;395;146;72;822;868;218;86;1;117
823;327;1424;532;328;143;69;637;599;226;84;1;117
824;543;1433;521;366;164;76;834;821;238;102;1;117
825;493;1465;540;404;166;75;828;797;241;92;1;117
826;257;1301;540;317;146;67;616;550;200;83;1;118
827;408;1316;511;372;136;67;771;811;198;83;1;118
828;271;1329;538;311;152;67;616;568;219;81;1;118
829;294;1330;530;325;155;70;620;574;220;88;1;118
830;303;1391;516;327;160;74;676;577;218;89;1;118
831;294;1396;525;323;158;72;650;691;233;89;1;118
832;349;1426;513;336;144;72;676;598;221;88;1;118
833;395;1467;539;358;161;71;733;637;232;85;1;118
834;261;1265;533;283;144;68;628;526;203;78;1;119
835;244;1272;503;311;137;64;623;575;195;75;1;119
836;244;1274;514;305;135;67;604;527;194;75;1;119
837;271;1302;522;318;139;68;651;544;203;71;1;119
838;325;1322;537;328;145;71;676;609;213;79;1;119
839;346;1335;528;328;141;72;669;644;204;88;1;119
840;324;1341;533;333;149;70;720;628;214;82;1;119
841;338;1352;522;327;148;69;699;626;222;85;1;119
842;368;1360;540;354;147;63;731;671;222;83;1;119
843;507;1381;544;386;149;73;825;825;216;91;1;119
844;380;1409;542;354;163;74;709;629;229;86;1;119
845;349;1425;529;334;156;74;687;612;227;90;1;119
846;256;1278;505;298;138;66;602;553;196;77;1;120
847;282;1304;526;344;142;65;635;567;201;82;1;120
848;286;1304;504;317;142;72;628;565;203;82;1;120
849;279;1319;519;324;148;67;624;555;215;83;1;120
850;294;1346;542;332;154;68;680;571;222;85;1;120
851;270;1349;525;300;144;65;594;545;206;80;1;120
852;351;1363;528;358;150;66;734;611;214;84;1;120
853;304;1365;512;317;147;70;639;556;232;85;1;120
854;278;1366;534;305;146;68;605;539;210;86;1;120
855;365;1415;532;353;144;72;672;608;218;96;1;120
856;327;1415;529;341;160;75;677;554;226;86;1;120
857;365;1436;535;353;165;73;715;575;233;84;1;120
858;390;1448;509;353;159;72;712;643;220;86;1;120
859;407;1452;539;362;153;75;715;675;226;83;1;120
860;264;1323;538;319;132;61;642;548;199;73;1;121
861;402;1362;529;369;149;71;754;685;220;88;1;121
862;414;1398;534;361;146;74;759;697;211;87;1;121
863;284;1413;517;322;156;68;640;577;228;82;1;121
864;334;1442;508;342;160;69;657;606;231;88;1;121
865;250;1338;496;294;147;61;606;535;206;79;1;122
866;281;1363;522;314;152;70;631;553;213;82;1;122
867;262;1367;550;300;145;65;629;539;199;73;1;122
868;298;1368;542;324;149;67;652;558;221;88;1;122
869;329;1391;520;337;155;74;679;570;235;88;1;122
870;309;1441;534;325;156;70;675;596;227;74;1;122
871;334;1443;541;329;158;68;653;586;236;91;1;122
872;366;1476;527;359;159;69;699;625;230;79;1;122
873;388;1521;534;354;160;74;722;625;247;84;1;122
874;426;1533;568;354;171;75;729;651;253;96;1;122
875;254;1329;511;293;142;67;604;540;197;81;1;123
876;383;1358;551;350;165;73;770;662;233;90;1;123
877;311;1363;512;322;149;69;665;613;203;85;1;123
878;307;1386;556;341;157;70;693;544;216;77;1;123
879;311;1394;522;343;148;65;667;565;223;79;1;123
880;337;1441;517;321;158;68;632;548;227;85;1;123
881;400;1306;520;367;141;70;839;793;213;86;1;124
882;341;1331;533;321;150;74;705;689;218;84;1;124
883;301;1339;537;305;136;70;672;558;196;83;1;124
884;318;1340;530;329;142;65;714;602;220;81;1;124
885;468;1347;517;340;144;72;706;682;200;87;1;124
886;293;1368;511;323;144;66;664;563;211;83;1;124
887;320;1368;513;352;153;67;659;610;219;90;1;124
888;326;1376;529;321;157;74;641;591;221;84;1;124
889;323;1381;517;332;149;73;688;567;215;84;1;124
890;449;1381;561;376;148;67;817;832;209;84;1;124
891;388;1400;533;378;158;67;715;657;232;87;1;124
892;481;1429;550;387;152;75;770;757;224;95;1;124
893;335;1440;541;322;159;75;688;595;227;89;1;124
894;355;1440;535;359;156;72;709;639;240;82;1;124
895;338;1486;536;334;156;73;659;594;231;92;1;124
896;449;1548;552;357;162;78;736;666;241;100;1;124
897;277;1306;508;332;150;67;646;565;211;79;1;125
898;295;1381;541;308;154;69;631;512;216;85;1;125
899;290;1396;532;307;155;69;634;560;216;83;1;125
900;352;1406;527;333;148;68;693;653;205;80;1;125
901;282;1411;522;325;144;64;640;559;222;75;1;125
902;386;1420;541;357;162;71;728;680;240;85;1;125
903;448;1460;549;379;162;77;757;695;240;101;1;125
904;470;1462;538;376;164;77;774;679;242;90;1;125
905;483;1559;550;369;169;77;785;709;233;87;1;125
906;286;1374;510;322;135;67;639;516;198;77;1;126
907;315;1382;541;324;146;65;670;604;213;82;1;126
908;341;1423;544;349;152;73;720;641;238;87;1;126
909;429;1436;543;356;154;69;746;665;214;76;1;126
910;592;1449;559;396;162;73;831;873;238;88;1;126
911;391;1470;542;368;165;71;709;665;237;98;1;126
