INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182028317,617,Larceny,LARCENY THEFT FROM BUILDING,D4,624,,2018-04-16 00:39:00,2018,4,Monday,0,Part One,IPSWICH ST,42.34750472,-71.0934647,"(42.34750472, -71.09346470)"
I182028311,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,518,,2018-04-15 23:15:00,2018,4,Sunday,23,Part One,DANA AVE,42.24725578,-71.11958581,"(42.24725578, -71.11958581)"
I182028308,2629,Harassment,HARASSMENT,D14,793,,2018-03-27 20:46:00,2018,3,Tuesday,20,Part Two,COMMONWEALTH AVE,42.34866488,-71.13885318,"(42.34866488, -71.13885318)"
I182028306,724,Auto Theft,AUTO THEFT,C11,344,,2018-04-15 21:00:00,2018,4,Sunday,21,Part One,OAKLEY ST,42.30158188,-71.07047706,"(42.30158188, -71.07047706)"
I182028292,311,Robbery,ROBBERY - COMMERCIAL,A15,54,,2018-04-15 21:36:00,2018,4,Sunday,21,Part One,MAIN ST,42.37746305,-71.06697969,"(42.37746305, -71.06697969)"
I182028289,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,85,,2018-04-14 02:25:00,2018,4,Saturday,2,Part Two,N WASHINGTON ST,42.36478627,-71.05825825,"(42.36478627, -71.05825825)"
I182028275,724,Auto Theft,AUTO THEFT,B2,319,,2018-04-15 20:51:00,2018,4,Sunday,20,Part One,NAZING ST,42.30664081,-71.08584976,"(42.30664081, -71.08584976)"
I182028268,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,105,,2018-04-15 16:38:00,2018,4,Sunday,16,Part Two,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I182028265,613,Larceny,LARCENY SHOPLIFTING,C11,350,,2018-04-15 18:59:00,2018,4,Sunday,18,Part One,DORCHESTER AVE,42.30254239,-71.0595669,"(42.30254239, -71.05956690)"
I182028259,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,802,,2018-04-15 17:57:00,2018,4,Sunday,17,Part One,BRIGHTON AVE,42.35315862,-71.13289373,"(42.35315862, -71.13289373)"
I182028255,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,586,,2018-04-15 18:12:00,2018,4,Sunday,18,Part Two,TERRACE ST,42.32746198,-71.09852527,"(42.32746198, -71.09852527)"
I182028251,311,Robbery,ROBBERY - COMMERCIAL,C11,365,,2018-04-15 18:14:00,2018,4,Sunday,18,Part One,DORCHESTER AVE,42.2908347,-71.06288798,"(42.29083470, -71.06288798)"
I182028249,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,792,,2018-04-10 17:30:00,2018,4,Tuesday,17,Part One,VINAL ST,42.34591175,-71.13842377,"(42.34591175, -71.13842377)"
I182028242,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,260,,2018-04-15 17:39:00,2018,4,Sunday,17,Part Two,HARTFORD ST,42.3174536,-71.07327858,"(42.31745360, -71.07327858)"
I182028234,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,94,,2018-04-14 18:30:00,2018,4,Saturday,18,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182028228,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,3,,2018-04-15 05:00:00,2018,4,Sunday,5,Part One,BARNES AVE,42.3856098,-71.00130495,"(42.38560980, -71.00130495)"
I182028223,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,801,,2018-04-15 16:38:00,2018,4,Sunday,16,Part One,GARDNER ST,42.35351814,-71.13117064,"(42.35351814, -71.13117064)"
I182028215,613,Larceny,LARCENY SHOPLIFTING,A1,102,,2018-04-15 15:02:00,2018,4,Sunday,15,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
I182028208,611,Larceny,LARCENY PICK-POCKET,C11,356,,2018-04-15 14:00:00,2018,4,Sunday,14,Part One,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
I182028204,724,Auto Theft,AUTO THEFT,A1,125,,2018-04-13 18:00:00,2018,4,Friday,18,Part One,ARLINGTON ST,42.34904108,-71.06951499,"(42.34904108, -71.06951499)"
I182028192,613,Larceny,LARCENY SHOPLIFTING,D4,130,,2018-04-15 13:26:00,2018,4,Sunday,13,Part One,SAINT JAMES AVE,42.34957198,-71.07585988,"(42.34957198, -71.07585988)"
I182028186,619,Larceny,LARCENY ALL OTHERS,D4,134,,2018-04-15 13:21:00,2018,4,Sunday,13,Part One,NEWBURY ST,42.35176179,-71.07452168,"(42.35176179, -71.07452168)"
I182028184,301,Robbery,ROBBERY - STREET,C11,403,,2018-04-15 12:53:00,2018,4,Sunday,12,Part One,FULLER ST,42.28314378,-71.06766456,"(42.28314378, -71.06766456)"
I182028184,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,403,,2018-04-15 12:53:00,2018,4,Sunday,12,Part Two,FULLER ST,42.28314378,-71.06766456,"(42.28314378, -71.06766456)"
I182028181,617,Larceny,LARCENY THEFT FROM BUILDING,D4,623,,2018-04-10 10:30:00,2018,4,Tuesday,10,Part One,COMMONWEALTH AVE,42.34880461,-71.09392554,"(42.34880461, -71.09392554)"
I182028179,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,24,,2018-04-15 12:43:00,2018,4,Sunday,12,Part Two,EUTAW ST,42.37949215,-71.03685008,"(42.37949215, -71.03685008)"
I182028176,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,345,,2018-04-13 12:13:00,2018,4,Friday,12,Part One,MONTELLO ST,42.30242197,-71.06122871,"(42.30242197, -71.06122871)"
I182028174,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,75,,2018-04-15 12:19:00,2018,4,Sunday,12,Part Two,CAUSEWAY ST,42.3649755,-71.062044,"(42.36497550, -71.06204400)"
I182028170,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,577,,2018-04-14 16:00:00,2018,4,Saturday,16,Part One,DALRYMPLE ST,42.31517051,-71.1012512,"(42.31517051, -71.10125120)"
I182028164,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,70,,2018-04-14 22:00:00,2018,4,Saturday,22,Part One,CHARLES ST,42.35739591,-71.07008873,"(42.35739591, -71.07008873)"
I182028154,613,Larceny,LARCENY SHOPLIFTING,E13,645,,2018-04-15 10:36:00,2018,4,Sunday,10,Part One,CENTRE ST,42.31193403,-71.1142909,"(42.31193403, -71.11429090)"
I182028148,560,Other Burglary,BURGLARY - OTHER - FORCE,D4,129,,2018-04-15 09:52:00,2018,4,Sunday,9,Part One,BOYLSTON ST,42.35157076,-71.07186599,"(42.35157076, -71.07186599)"
I182028147,560,Other Burglary,BURGLARY - OTHER - FORCE,D4,166,,2018-04-12 08:00:00,2018,4,Thursday,8,Part One,UNION PARK ST,42.34174227,-71.07011004,"(42.34174227, -71.07011004)"
I182028143,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,294,,2018-04-14 18:00:00,2018,4,Saturday,18,Part One,SAINT JAMES ST,42.32703627,-71.08687838,"(42.32703627, -71.08687838)"
I182028140,724,Auto Theft,AUTO THEFT,B3,459,,2018-04-15 10:08:00,2018,4,Sunday,10,Part One,GLENARM ST,42.30345952,-71.08134184,"(42.30345952, -71.08134184)"
I182028138,611,Larceny,LARCENY PICK-POCKET,B2,239,,2018-04-15 09:46:00,2018,4,Sunday,9,Part One,DUDLEY ST,42.31735472,-71.0658297,"(42.31735472, -71.06582970)"
I182028124,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,435,,2018-04-15 07:09:00,2018,4,Sunday,7,Part One,EDSON ST,42.28623708,-71.07768279,"(42.28623708, -71.07768279)"
I182028121,617,Larceny,LARCENY THEFT FROM BUILDING,C11,356,,2018-04-15 05:57:18,2018,4,Sunday,5,Part One,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
I182028120,617,Larceny,LARCENY THEFT FROM BUILDING,A1,122,,2018-04-15 02:46:00,2018,4,Sunday,2,Part One,TREMONT ST,42.35079907,-71.06500775,"(42.35079907, -71.06500775)"
I182028115,613,Larceny,LARCENY SHOPLIFTING,C11,370,,2018-04-15 04:08:00,2018,4,Sunday,4,Part One,WILLIAM T MORRISSEY BLVD,42.29681643,-71.04853785,"(42.29681643, -71.04853785)"
I182028114,617,Larceny,LARCENY THEFT FROM BUILDING,B2,586,,2018-04-15 04:32:00,2018,4,Sunday,4,Part One,TERRACE ST,42.32746198,-71.09852527,"(42.32746198, -71.09852527)"
I182028104,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,794,,2018-04-14 22:30:00,2018,4,Saturday,22,Part One,COMMONWEALTH AVE,42.34835708,-71.13645291,"(42.34835708, -71.13645291)"
I182028098,613,Larceny,LARCENY SHOPLIFTING,C11,370,,2018-04-15 01:59:00,2018,4,Sunday,1,Part One,WILLIAM T MORRISSEY BLVD,42.29767279,-71.04941018,"(42.29767279, -71.04941018)"
I182028097,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,455,,2018-04-15 00:45:00,2018,4,Sunday,0,Part Two,RADCLIFFE ST,42.30020194,-71.07835353,"(42.30020194, -71.07835353)"
I182028094,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,326,,2018-04-15 02:25:00,2018,4,Sunday,2,Part Two,HAMILTON ST,42.30816879,-71.06964861,"(42.30816879, -71.06964861)"
I182028093,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E5,561,,2018-04-15 02:00:00,2018,4,Sunday,2,Part Two,BROWN AVE,42.28494535,-71.12054633,"(42.28494535, -71.12054633)"
I182028082,801,Simple Assault,ASSAULT - SIMPLE,A1,75,,2018-04-15 00:50:00,2018,4,Sunday,0,Part Two,FRIEND ST,42.36439256,-71.06093185,"(42.36439256, -71.06093185)"
I182028082,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,75,,2018-04-15 00:50:00,2018,4,Sunday,0,Part Two,FRIEND ST,42.36439256,-71.06093185,"(42.36439256, -71.06093185)"
I182028080,617,Larceny,LARCENY THEFT FROM BUILDING,C11,396,,2018-04-14 18:37:00,2018,4,Saturday,18,Part One,MELBOURNE ST,42.29109287,-71.06594539,"(42.29109287, -71.06594539)"
I182028079,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E5,822,,2018-04-15 01:04:00,2018,4,Sunday,1,Part Two,MARGARETTA DR,42.25577653,-71.14547503,"(42.25577653, -71.14547503)"
I182028074,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,905,,2018-04-14 21:38:00,2018,4,Saturday,21,Part Two,E BROOKLINE ST,42.33926764,-71.07208833,"(42.33926764, -71.07208833)"
I182028071,617,Larceny,LARCENY THEFT FROM BUILDING,D4,137,,2018-04-15 00:00:00,2018,4,Sunday,0,Part One,NEWBURY ST,42.35059717,-71.07881031,"(42.35059717, -71.07881031)"
I182028071,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,D4,137,,2018-04-15 00:00:00,2018,4,Sunday,0,Part One,NEWBURY ST,42.35059717,-71.07881031,"(42.35059717, -71.07881031)"
I182028045,617,Larceny,LARCENY THEFT FROM BUILDING,D4,625,,2018-04-13 22:30:00,2018,4,Friday,22,Part One,JERSEY ST,42.34241899,-71.09678306,"(42.34241899, -71.09678306)"
I182028037,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,572,,2018-04-14 20:28:00,2018,4,Saturday,20,Part Two,SCHOOL ST,42.31344567,-71.09775641,"(42.31344567, -71.09775641)"
I182028022,724,Auto Theft,AUTO THEFT,D4,168,,2018-04-14 19:05:00,2018,4,Saturday,19,Part One,HARRISON AVE,42.33790301,-71.07145236,"(42.33790301, -71.07145236)"
I182028015,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,220,,2018-04-14 17:30:00,2018,4,Saturday,17,Part One,DORCHESTER ST,42.33535781,-71.04590903,"(42.33535781, -71.04590903)"
I182028013,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,E13,583,,2018-04-14 19:11:00,2018,4,Saturday,19,Part One,GAY HEAD ST,42.32474095,-71.1049185,"(42.32474095, -71.10491850)"
I182028004,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,347,,2018-04-14 19:34:00,2018,4,Saturday,19,Part One,DORCHESTER AVE,42.30559368,-71.05887861,"(42.30559368, -71.05887861)"
I182028003,617,Larceny,LARCENY THEFT FROM BUILDING,D4,627,,2018-04-14 18:33:00,2018,4,Saturday,18,Part One,KILMARNOCK ST,42.34353469,-71.09980109,"(42.34353469, -71.09980109)"
I182027999,2629,Harassment,HARASSMENT,D14,793,,2018-04-14 18:08:00,2018,4,Saturday,18,Part Two,KELTON ST,42.34775725,-71.13856303,"(42.34775725, -71.13856303)"
I182027993,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,627,,2018-04-14 17:55:00,2018,4,Saturday,17,Part Two,BROOKLINE AVE,42.3451828,-71.10066932,"(42.34518280, -71.10066932)"
I182027988,2629,Harassment,HARASSMENT,A7,35,,2018-04-14 17:18:00,2018,4,Saturday,17,Part Two,SUMNER ST,42.36772441,-71.03706813,"(42.36772441, -71.03706813)"
I182027981,617,Larceny,LARCENY THEFT FROM BUILDING,A7,26,,2018-04-07 12:00:00,2018,4,Saturday,12,Part One,MERIDIAN ST,42.37901498,-71.03920664,"(42.37901498, -71.03920664)"
I182027972,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,427,,2018-04-14 16:38:00,2018,4,Saturday,16,Part One,BLUE HILL AVE,42.27891807,-71.0931412,"(42.27891807, -71.09314120)"
I182027972,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,427,,2018-04-14 16:38:00,2018,4,Saturday,16,Part One,BLUE HILL AVE,42.27891807,-71.0931412,"(42.27891807, -71.09314120)"
I182027971,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,785,,2018-04-13 17:00:00,2018,4,Friday,17,Part One,RANSOM RD,42.34305189,-71.14524866,"(42.34305189, -71.14524866)"
I182027970,613,Larceny,LARCENY SHOPLIFTING,D4,627,,2018-04-14 16:27:00,2018,4,Saturday,16,Part One,BOYLSTON ST,42.34442266,-71.09833083,"(42.34442266, -71.09833083)"
I182027958,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,321,,2018-04-14 13:30:00,2018,4,Saturday,13,Part One,BLUE HILL AVE,42.31162834,-71.08094294,"(42.31162834, -71.08094294)"
I182027956,613,Larceny,LARCENY SHOPLIFTING,A1,105,,2018-04-14 15:27:00,2018,4,Saturday,15,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I182027953,2629,Harassment,HARASSMENT,B2,282,,2018-04-14 15:54:00,2018,4,Saturday,15,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182027952,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,503,,2018-04-14 14:21:00,2018,4,Saturday,14,Part Two,AMERICAN LEGION HWY,42.28446743,-71.11183089,"(42.28446743, -71.11183089)"
I182027950,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,372,,2018-04-13 17:00:00,2018,4,Friday,17,Part One,PORT NORFOLK ST,42.29013554,-71.04065574,"(42.29013554, -71.04065574)"
I182027947,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E5,822,,2018-04-12 23:00:00,2018,4,Thursday,23,Part One,RIDGECREST TER,42.2628035,-71.15407725,"(42.26280350, -71.15407725)"
I182027946,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2018-04-14 11:33:00,2018,4,Saturday,11,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182027945,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,469,,2018-04-09 00:00:00,2018,4,Monday,0,Part One,WALK HILL ST,42.27791465,-71.09452937,"(42.27791465, -71.09452937)"
I182027943,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,186,,2018-04-14 14:50:00,2018,4,Saturday,14,Part Two,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)"
I182027938,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,266,,2018-04-14 14:30:00,2018,4,Saturday,14,Part Two,WINTHROP ST,42.32424069,-71.07761917,"(42.32424069, -71.07761917)"
I182027933,613,Larceny,LARCENY SHOPLIFTING,C11,248,,2018-04-14 14:27:03,2018,4,Saturday,14,Part One,DORCHESTER AVE,42.31322413,-71.05715277,"(42.31322413, -71.05715277)"
I182027931,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,264,,2018-04-14 12:48:00,2018,4,Saturday,12,Part One,JUDSON ST,42.31872544,-71.07567087,"(42.31872544, -71.07567087)"
I182027930,619,Larceny,LARCENY ALL OTHERS,B3,468,,2018-04-14 14:08:00,2018,4,Saturday,14,Part One,WELLINGTON HILL ST,42.28039667,-71.09473186,"(42.28039667, -71.09473186)"
I182027925,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,206,,2018-04-14 13:54:00,2018,4,Saturday,13,Part Two,SEAPORT BLVD,42.35206847,-71.04601944,"(42.35206847, -71.04601944)"
I182027923,801,Simple Assault,ASSAULT - SIMPLE,C11,403,,2018-04-14 12:59:00,2018,4,Saturday,12,Part Two,GALLIVAN BLVD,42.27894732,-71.06911386,"(42.27894732, -71.06911386)"
I182027921,2629,Harassment,HARASSMENT,B2,281,,2018-04-14 14:02:00,2018,4,Saturday,14,Part Two,WARREN PL,42.32793203,-71.08222598,"(42.32793203, -71.08222598)"
I182027919,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,468,,2018-04-14 14:16:00,2018,4,Saturday,14,Part Two,OUTLOOK RD,42.28245514,-71.09448768,"(42.28245514, -71.09448768)"
